run_id,strategy,function,severity,problem_count,line_range,status,rounds,best_round,stored_correctness_overall,correctness_overall,verification_error,analysis_compilable,analysis_vectorized,analysis_vectorized_count,analysis_missed_count,benchmark_mode,benchmark_protocol,benchmark_protocol_role,benchmark_protocol_display,paper_main_table_eligible,benchmark_protocol_warning,benchmark_success,benchmark_warmup_runs,benchmark_timing_runs,benchmark_batches,original_time_ms,optimized_time_ms,speedup,speedup_median,speedup_stddev,improvement_pct,observed_outcome,performance_guard_rejected,performance_guard_reason,performance_guard_speedup,performance_guard_speedup_median,error
cgo_candidate_s291_s292_loop_peeling_20260605,strong_plain,s291,medium,1,"[2101, 2125]",success,1,1,True,True,,True,True,1,0,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,1582.6417294,678.3460856,2.33324,2.3655,0.08634571790193192,133.324,vectorized_speedup,False,,,,
cgo_candidate_s291_s292_loop_peeling_20260605,strong_plain,s292,medium,1,"[2126, 2153]",success,1,1,True,True,,True,True,1,0,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,1235.8259143999999,543.0991842,2.32152,2.3552,0.4570268777654112,132.15200000000002,vectorized_speedup,False,,,,
cgo_candidate_s291_s292_loop_peeling_20260605,diagnostic_only,s291,medium,1,"[2101, 2125]",failed,1,1,True,True,,True,False,0,2,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,1818.9234364,3477.1319058,0.52316,0.5316,0.03508600860742069,-47.684000000000005,non_vectorized_slowdown,False,,,,
cgo_candidate_s291_s292_loop_peeling_20260605,diagnostic_only,s292,medium,1,"[2126, 2153]",partial_success,1,1,True,True,,True,False,1,2,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,1142.9209896,3243.3833839999998,0.35448,0.3471,0.030040922089709546,-64.552,non_vectorized_slowdown,False,,,,
cgo_candidate_s291_s292_loop_peeling_20260605,case_card_only,s291,medium,1,"[2101, 2125]",failed,1,1,True,True,,True,False,0,2,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,1704.9807392,3345.0764192,0.51376,0.5059,0.0401732871445691,-48.624,non_vectorized_slowdown,False,,,,
cgo_candidate_s291_s292_loop_peeling_20260605,case_card_only,s292,medium,1,"[2126, 2153]",partial_success,1,1,True,True,,True,False,1,3,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,1312.6753324000001,3647.5823053999998,0.3658,0.3523,0.08944473153853166,-63.42,non_vectorized_slowdown,False,,,,
cgo_candidate_s291_s292_loop_peeling_20260605,full_method,s291,medium,1,"[2101, 2125]",success,3,3,True,True,,True,True,1,0,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,2086.4846518,1337.026147,1.58424,1.5586,0.19775743475277993,58.424,vectorized_speedup,False,,,,
cgo_candidate_s291_s292_loop_peeling_20260605,full_method,s292,medium,1,"[2126, 2153]",failed,3,3,True,True,,True,False,1,2,performance_guard_rejected,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,False,3,10,5,,,,,,,performance_guard_rejected,True,"轻量 benchmark 显示明显负优化： median=0.380x, mean=0.380x， 低于守护阈值 median<0.80x 且 mean<0.80x",0.3795,0.3795,"轻量 benchmark 显示明显负优化： median=0.380x, mean=0.380x， 低于守护阈值 median<0.80x 且 mean<0.80x"
