run_id,strategy,function,severity,problem_count,line_range,status,rounds,best_round,stored_correctness_overall,correctness_overall,verification_error,analysis_compilable,analysis_vectorized,analysis_vectorized_count,analysis_missed_count,benchmark_mode,benchmark_protocol,benchmark_protocol_role,benchmark_protocol_display,paper_main_table_eligible,benchmark_protocol_warning,benchmark_success,benchmark_warmup_runs,benchmark_timing_runs,benchmark_batches,original_time_ms,optimized_time_ms,speedup,speedup_median,speedup_stddev,improvement_pct,observed_outcome,performance_guard_rejected,performance_guard_reason,performance_guard_speedup,performance_guard_speedup_median,error
cgo_candidate_s1161_control_flow_20260604,strong_plain,s1161,medium,1,"[741, 772]",failed,1,1,True,True,,True,False,0,3,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,1469.9714794,1321.7925017999999,1.112,1.1093,0.018050761756779145,11.2,non_vectorized_speedup,False,,,,
cgo_candidate_s1161_control_flow_20260604,diagnostic_only,s1161,medium,1,"[741, 772]",failed,1,1,True,True,,True,False,0,2,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,1505.4342746,1379.5274626,1.09144,1.0994,0.01736556938312132,9.144,non_vectorized_speedup,False,,,,
cgo_candidate_s1161_control_flow_20260604,case_card_only,s1161,medium,1,"[741, 772]",failed,1,1,True,True,,True,False,0,2,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,1517.5032292,1417.367811,1.0731,1.0976,0.05711308956797909,7.3100000000000005,non_vectorized_speedup,False,,,,
cgo_candidate_s1161_control_flow_20260604,full_method,s1161,medium,1,"[741, 772]",failed,3,1,True,True,,True,False,0,3,optimized_vs_original,formal,formal_main_table,"formal(warmup=3,timing=10,batches=5)",True,,True,3,10,5,1510.881208,1372.9906088,1.10058,1.0973,0.014336910406360238,10.058,non_vectorized_speedup,False,,,,
